"Accreditation Rates"
4/3/2023

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English",Black,SCH,71,8,12,0,90,10
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,71,9,13,0,94,6
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English",Hispanic,SCH,100,0,0,0,100,0
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English","Multiple Races",SCH,70,5,10,0,85,15
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English","Students with Disabilities",SCH,46,6,29,0,81,19
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English",White,SCH,75,7,10,0,92,8
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math",Black,SCH,60,17,12,,90,10
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,68,12,10,,90,10
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math",Hispanic,SCH,92,0,8,,100,0
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math","Multiple Races",SCH,81,10,5,,95,5
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math","Students with Disabilities",SCH,46,2,22,,70,30
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - Math",White,SCH,77,9,7,,93,7
2022,"King William County Public Schools","Cool Spring Primary","Academic Achievement - English","All Students",SCH,75,7,10,0,92,8
2022,"King William County Public Schools","Cool Spring Primary","Academic Achievement - Math","All Students",SCH,75,10,7,,92,8
2022,"King William County Public Schools","Cool Spring Primary","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English",Black,SCH,71,8,12,0,90,10
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English","Economically Disadvantaged",SCH,71,9,13,0,94,6
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English",Hispanic,SCH,100,0,0,0,100,0
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English","Multiple Races",SCH,70,5,10,0,85,15
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English","Students with Disabilities",SCH,46,6,29,0,81,19
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - English",White,SCH,75,7,10,0,92,8
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math",Black,SCH,60,17,12,,90,10
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math","Economically Disadvantaged",SCH,68,12,10,,90,10
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math",Hispanic,SCH,92,0,8,,100,0
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math","Multiple Races",SCH,81,10,5,,95,5
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math","Students with Disabilities",SCH,46,2,22,,70,30
2022,"King William County Public Schools","Cool Spring Primary","Achievement Gap - Math",White,SCH,77,9,7,,93,7
2022,"King William County Public Schools","Hamilton Holmes Middle","Academic Achievement - English","All Students",SCH,59,5,9,0,74,26
2022,"King William County Public Schools","Hamilton Holmes Middle","Academic Achievement - Math","All Students",SCH,47,10,19,,76,24
2022,"King William County Public Schools","Hamilton Holmes Middle","Academic Achievement - Science","All Students",SCH,66,,,,,
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English",Black,SCH,46,8,14,0,68,32
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English","Economically Disadvantaged",SCH,49,6,12,0,67,33
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English","Multiple Races",SCH,46,12,15,0,73,27
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English","Students with Disabilities",SCH,31,3,21,0,55,45
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - English",White,SCH,62,4,8,0,74,26
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math",Black,SCH,28,11,28,,67,33
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,38,9,21,,67,33
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math","Multiple Races",SCH,35,0,10,,45,55
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math","Students with Disabilities",SCH,25,7,27,,60,40
2022,"King William County Public Schools","Hamilton Holmes Middle","Achievement Gap - Math",White,SCH,51,11,17,,80,20
2022,"King William County Public Schools","King William High","Academic Achievement - English","All Students",SCH,80,0,0,0,80,20
2022,"King William County Public Schools","King William High","Academic Achievement - Math","All Students",SCH,66,20,0,,86,14
2022,"King William County Public Schools","King William High","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"King William County Public Schools","King William High","Achievement Gap - English",Black,SCH,66,0,0,0,66,34
2022,"King William County Public Schools","King William High","Achievement Gap - English","Economically Disadvantaged",SCH,73,0,0,0,73,27
2022,"King William County Public Schools","King William High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King William County Public Schools","King William High","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"King William County Public Schools","King William High","Achievement Gap - English","Multiple Races",SCH,80,0,0,0,80,20
2022,"King William County Public Schools","King William High","Achievement Gap - English","Students with Disabilities",SCH,53,0,0,0,53,47
2022,"King William County Public Schools","King William High","Achievement Gap - English",White,SCH,83,0,0,0,83,17
2022,"King William County Public Schools","King William High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King William County Public Schools","King William High","Achievement Gap - Math",Black,SCH,50,22,0,,72,28
2022,"King William County Public Schools","King William High","Achievement Gap - Math","Economically Disadvantaged",SCH,61,23,0,,84,16
2022,"King William County Public Schools","King William High","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"King William County Public Schools","King William High","Achievement Gap - Math","Multiple Races",SCH,<,<,<,,<,<
2022,"King William County Public Schools","King William High","Achievement Gap - Math","Students with Disabilities",SCH,48,10,0,,59,41
2022,"King William County Public Schools","King William High","Achievement Gap - Math",White,SCH,69,20,0,,88,12
2022,"King and Queen County Public Schools","Central High","Academic Achievement - English","All Students",SCH,62,3,2,0,67,33
2022,"King and Queen County Public Schools","Central High","Academic Achievement - Math","All Students",SCH,55,13,7,,75,25
2022,"King and Queen County Public Schools","Central High","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English",Black,SCH,61,3,5,0,68,32
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English","Economically Disadvantaged",SCH,59,3,3,0,65,35
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English",Hispanic,SCH,71,0,0,0,71,29
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English","Multiple Races",SCH,60,8,4,0,72,28
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English","Students with Disabilities",SCH,40,3,9,0,51,49
2022,"King and Queen County Public Schools","Central High","Achievement Gap - English",White,SCH,61,3,0,0,64,36
2022,"King and Queen County Public Schools","Central High","Achievement Gap - Math",Black,SCH,58,8,4,,71,29
2022,"King and Queen County Public Schools","Central High","Achievement Gap - Math","Economically Disadvantaged",SCH,52,15,6,,74,26
2022,"King and Queen County Public Schools","Central High","Achievement Gap - Math",Hispanic,SCH,69,8,15,,92,8
2022,"King and Queen County Public Schools","Central High","Achievement Gap - Math","Multiple Races",SCH,34,24,10,,69,31
2022,"King and Queen County Public Schools","Central High","Achievement Gap - Math","Students with Disabilities",SCH,32,4,14,,50,50
2022,"King and Queen County Public Schools","Central High","Achievement Gap - Math",White,SCH,58,13,5,,77,23
2022,"King and Queen County Public Schools","King & Queen Elementary","Academic Achievement - English","All Students",SCH,67,14,11,0,92,8
2022,"King and Queen County Public Schools","King & Queen Elementary","Academic Achievement - Math","All Students",SCH,49,26,17,,92,8
2022,"King and Queen County Public Schools","King & Queen Elementary","Academic Achievement - Science","All Students",SCH,55,,,,,
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English",Black,SCH,67,13,10,0,90,10
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,66,15,11,0,92,8
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English","Multiple Races",SCH,<,<,<,<,<,<
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English","Students with Disabilities",SCH,50,10,20,0,80,20
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - English",White,SCH,65,15,11,0,91,9
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math",Black,SCH,51,30,14,,95,5
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,48,23,19,,90,10
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math","Multiple Races",SCH,<,<,<,,<,<
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math","Students with Disabilities",SCH,36,18,32,,86,14
2022,"King and Queen County Public Schools","King & Queen Elementary","Achievement Gap - Math",White,SCH,45,27,17,,89,11
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Academic Achievement - English","All Students",SCH,64,6,16,0,86,14
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Academic Achievement - Math","All Students",SCH,45,10,23,,78,22
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Academic Achievement - Science","All Students",SCH,41,,,,,
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Achievement Gap - English",Black,SCH,69,4,16,0,89,11
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,62,5,19,0,86,14
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Achievement Gap - English","Multiple Races",SCH,58,0,42,0,100,0
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Achievement Gap - English","Students with Disabilities",SCH,29,5,38,0,71,29
2022,"King and Queen County Public Schools","Lawson-Marriott Elementary","Achievement Gap - English",White,SCH,58,11,11,0,79,21
